epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.922,0.47007,0.63937,0.80343,0.62311,0.71758,0.74123,0.57528,0.72041,1.33984,0.8785,0.000551581,0.000551581,0.000551581
2,43.1015,0.63094,0.85949,0.84262,0.71286,0.64712,0.74182,0.55516,0.77567,1.35621,0.90239,0.00099763,0.00099763,0.00099763
3,64.1799,0.69456,0.97383,0.86399,0.65129,0.7174,0.7391,0.57433,0.72523,1.17523,0.89934,0.00133366,0.00133366,0.00133366
4,85.4095,0.71116,1.03999,0.87843,0.56865,0.63435,0.65963,0.52038,0.76318,1.20442,0.91157,0.0011719,0.0011719,0.0011719
5,106.451,0.74275,1.06487,0.87069,0.6093,0.66291,0.66786,0.52178,0.7404,1.28068,0.89937,0.00100687,0.00100687,0.00100687
6,127.283,0.71175,1.14822,0.86996,0.54001,0.7086,0.65265,0.50493,0.74553,1.16848,0.91002,0.000841835,0.000841835,0.000841835
7,147.633,0.73407,1.05302,0.88086,0.66941,0.59004,0.69726,0.54756,0.74216,1.18649,0.90647,0.000676802,0.000676802,0.000676802
8,168.21,0.67247,0.93983,0.87511,0.65251,0.70978,0.75172,0.59667,0.69563,1.03726,0.89373,0.000511769,0.000511769,0.000511769
9,190.483,0.74073,0.98311,0.87546,0.63983,0.78942,0.78701,0.62653,0.68311,0.94126,0.88625,0.000346736,0.000346736,0.000346736
10,211.9,0.69845,0.91291,0.89376,0.66793,0.76467,0.78336,0.62376,0.67468,0.92856,0.88147,0.000181703,0.000181703,0.000181703
